ProductName,Price,Rating,NumReviews,Category,StockQuantity,Discount,Sales,ProductID,DateAdded
"HP Laptop 255 G9 (2024), AMD Ryzen 5 5625U Hexa Core - (16GB/512GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/15.6"" (39.62cm)/Silver/1.47 kg/MS Office 2021",Price Not Avaiable,3.5 out of 5 stars,9 ratings,Electronics,In Stock,None,No Discount,B0DJCTH9ZD,2024-01-01
